,product_category(1),product_category(2),product_category(3),product_category(4),product_category(5),product_category(6)
82014,22,145,699,910,442,89
82015,22,145,699,910,442,89
82016,22,145,699,910,442,89
82017,22,145,699,910,442,89
82018,22,145,699,910,442,89
82019,22,145,699,910,442,89
82020,4,42,63,182,63,89
82021,22,145,699,910,442,89
82022,8,34,227,910,442,89
82023,11,27,134,910,442,89
82024,4,14,13,101,442,89
82025,22,145,699,910,442,89
82026,2,2,1,15,5,89
82027,1,9,66,910,442,89
82028,10,25,24,53,13,89
82029,8,34,41,367,442,89
82030,1,9,49,31,442,89
82031,10,25,236,205,442,89
82032,3,18,18,26,442,89
82033,11,77,380,401,442,89
82034,22,145,699,910,442,89
82035,4,75,580,910,442,89
82036,5,39,51,910,442,89
82037,22,145,699,910,442,89
82038,12,30,361,377,442,89
82039,1,9,8,910,442,89
82040,8,11,35,910,442,89
82041,22,145,699,910,442,89
82042,22,145,699,910,442,89
82043,8,36,44,910,442,89
82044,22,145,699,910,442,89
82045,4,14,13,63,442,89
82046,3,8,77,910,442,89
82047,22,145,699,910,442,89
82048,22,145,699,910,442,89
82049,4,28,76,910,442,89
82050,2,2,47,91,442,89
82051,22,145,699,910,442,89
82052,22,145,699,910,442,89
82053,22,145,699,910,442,89
82054,4,14,13,11,442,89
82055,22,145,699,910,442,89
82056,22,145,699,910,442,89
82057,3,3,2,2,442,89
82058,22,145,699,910,442,89
82059,22,145,699,910,442,89
82060,4,5,72,126,442,89
82061,22,145,699,910,442,89
82062,22,145,699,910,442,89
82063,22,145,699,910,442,89
82064,22,145,699,910,442,89
82065,22,145,699,910,442,89
82066,22,145,699,910,442,89
82067,5,40,226,910,442,89
82068,22,145,699,910,442,89
82069,1,9,53,86,442,89
82070,4,5,26,48,442,89
82071,4,14,59,41,240,89
82072,4,14,158,458,268,89
82073,22,145,699,910,442,89
82074,22,145,699,910,442,89
82075,22,145,699,910,442,89
82076,3,3,2,2,442,89
82077,4,5,26,48,442,89
82078,4,42,63,197,442,89
82079,22,145,699,910,442,89
82080,22,145,699,910,442,89
82081,3,16,16,910,442,89
82082,22,145,699,910,442,89
82083,22,145,699,910,442,89
82084,8,11,28,910,442,89
82085,3,8,7,910,442,89
82086,22,145,699,910,442,89
82087,22,145,699,910,442,89
82088,8,24,206,910,442,89
82089,22,145,699,910,442,89
82090,22,145,699,910,442,89
82091,4,14,13,109,189,89
82092,2,2,1,75,170,41
82093,2,2,1,75,46,8
82094,22,145,699,910,442,89
82095,1,1,699,910,442,89
82096,2,2,1,9,3,89
82097,22,145,699,910,442,89
82098,1,9,14,910,442,89
82099,22,145,699,910,442,89
82100,22,145,699,910,442,89
82101,22,145,699,910,442,89
82102,4,14,13,46,442,89
82103,2,2,1,9,15,89
82104,14,82,184,877,425,84
82105,4,5,79,61,442,89
82106,10,25,45,43,442,89
82107,4,26,29,330,140,89
82108,4,42,63,162,442,89
82109,22,145,699,910,442,89
82110,8,24,46,910,442,89
82111,8,84,187,910,442,89
82112,22,145,699,910,442,89
82113,22,145,699,910,442,89
82114,22,145,699,910,442,89
82115,4,4,3,910,442,89
82116,3,3,2,2,442,89
82117,22,145,699,910,442,89
82118,22,145,699,910,442,89
82119,22,145,699,910,442,89
82120,22,145,699,910,442,89
82121,22,145,699,910,442,89
82122,22,145,699,910,442,89
82123,8,34,41,23,442,89
82124,22,145,699,910,442,89
82125,12,92,681,910,442,89
82126,22,145,699,910,442,89
82127,1,9,8,910,442,89
82128,13,61,109,910,442,89
82129,6,21,699,910,442,89
82130,22,145,699,910,442,89
82131,22,145,699,910,442,89
82132,22,145,699,910,442,89
82133,5,39,62,910,442,89
82134,22,145,699,910,442,89
82135,22,145,699,910,442,89
82136,1,9,66,910,442,89
82137,11,27,124,500,442,89
82138,22,145,699,910,442,89
82139,11,77,231,910,442,89
82140,22,145,699,910,442,89
82141,22,145,699,910,442,89
82142,8,34,227,910,442,89
82143,22,145,699,910,442,89
82144,10,25,45,24,442,89
82145,1,9,49,31,442,89
82146,6,21,699,910,442,89
82147,22,145,699,910,442,89
82148,22,145,699,910,442,89
82149,3,3,2,2,442,89
82150,9,31,54,429,442,89
82151,5,91,225,910,442,89
82152,22,145,699,910,442,89
82153,22,145,699,910,442,89
82154,22,145,699,910,442,89
82155,22,145,699,910,442,89
82156,22,145,699,910,442,89
82157,22,145,699,910,442,89
82158,22,145,699,910,442,89
82159,15,46,392,698,442,89
82160,9,31,89,70,442,89
82161,1,1,699,910,442,89
82162,22,145,699,910,442,89
82163,1,9,14,910,442,89
82164,22,145,699,910,442,89
82165,3,49,127,106,38,89
82166,8,50,449,910,442,89
82167,22,145,699,910,442,89
82168,3,12,67,84,43,89
82169,9,31,54,36,442,89
82170,8,36,44,910,442,89
82171,3,3,2,2,442,89
82172,22,145,699,910,442,89
82173,1,9,157,910,442,89
82174,4,42,63,440,442,89
82175,22,145,699,910,442,89
82176,22,145,699,910,442,89
82177,11,77,350,910,442,89
82178,22,145,699,910,442,89
82179,22,145,699,910,442,89
82180,2,20,19,137,442,89
82181,22,145,699,910,442,89
82182,9,31,54,50,442,89
82183,22,145,699,910,442,89
82184,22,145,699,910,442,89
82185,22,145,699,910,442,89
82186,1,1,699,910,442,89
82187,22,145,699,910,442,89
82188,12,30,37,65,231,89
82189,22,145,699,910,442,89
82190,3,8,77,910,442,89
82191,22,145,699,910,442,89
82192,3,3,2,2,442,89
82193,22,145,699,910,442,89
82194,22,145,699,910,442,89
82195,22,145,699,910,442,89
82196,8,37,699,910,442,89
82197,2,20,345,350,153,89
82198,3,3,2,2,442,89
82199,22,145,699,910,442,89
82200,4,42,63,73,442,89
82201,22,145,699,910,442,89
82202,1,9,66,910,442,89
82203,22,145,699,910,442,89
82204,22,145,699,910,442,89
82205,22,145,699,910,442,89
82206,22,145,699,910,442,89
82207,5,39,51,910,442,89
82208,22,145,699,910,442,89
82209,10,25,45,95,442,89
82210,22,145,699,910,442,89
82211,5,6,103,910,442,89
82212,22,145,699,910,442,89
82213,22,145,699,910,442,89
82214,5,73,149,910,442,89
82215,5,6,103,910,442,89
82216,12,30,37,65,90,89
82217,4,42,63,73,442,89
82218,11,110,343,910,442,89
82219,22,145,699,910,442,89
82220,9,13,12,910,442,89
82221,2,2,47,302,442,89
82222,22,145,699,910,442,89
82223,22,145,699,910,442,89
82224,1,9,55,37,442,89
82225,2,2,1,9,3,89
82226,4,14,13,79,442,89
82227,22,145,699,910,442,89
82228,3,8,77,910,442,89
82229,22,145,699,910,442,89
82230,22,145,699,910,442,89
82231,1,9,65,475,442,89
82232,2,2,1,75,46,8
82233,22,145,699,910,442,89
82234,22,145,699,910,442,89
82235,3,43,86,69,18,89
82236,1,9,73,910,442,89
82237,8,15,15,910,442,89
82238,2,20,19,137,442,89
82239,5,6,103,910,442,89
82240,22,145,699,910,442,89
82241,11,27,134,910,442,89
82242,1,29,34,910,442,89
82243,22,145,699,910,442,89
82244,10,25,45,95,442,89
82245,22,145,699,910,442,89
82246,1,9,53,86,442,89
82247,6,21,699,910,442,89
82248,8,33,699,910,442,89
82249,22,145,699,910,442,89
82250,22,145,699,910,442,89
82251,22,145,699,910,442,89
82252,5,40,605,910,442,89
82253,22,145,699,910,442,89
82254,1,17,140,910,442,89
82255,1,1,699,910,442,89
82256,12,30,37,65,33,22
82257,3,49,98,910,442,89
82258,12,30,130,638,442,89
82259,22,145,699,910,442,89
82260,8,24,46,910,442,89
82261,22,145,699,910,442,89
82262,22,145,699,910,442,89
82263,22,145,699,910,442,89
82264,2,20,19,137,442,89
82265,22,145,699,910,442,89
82266,4,14,13,79,442,89
82267,9,31,54,36,442,89
82268,22,145,699,910,442,89
82269,9,31,503,863,442,89
82270,13,145,699,910,442,89
82271,22,145,699,910,442,89
82272,22,145,699,910,442,89
82273,2,2,47,302,442,89
82274,1,23,22,910,442,89
82275,1,9,49,31,442,89
82276,22,145,699,910,442,89
82277,22,145,699,910,442,89
82278,10,25,45,51,12,20
82279,2,2,1,9,3,89
82280,7,10,699,910,442,89
82281,22,145,699,910,442,89
82282,22,145,699,910,442,89
82283,1,9,66,910,442,89
82284,22,145,699,910,442,89
82285,1,9,55,161,442,89
82286,11,66,168,910,442,89
82287,10,25,45,320,442,89
82288,22,145,699,910,442,89
82289,8,63,249,910,442,89
82290,4,5,26,48,442,89
82291,22,145,699,910,442,89
82292,10,25,45,51,58,89
82293,3,8,77,910,442,89
82294,1,9,49,31,442,89
82295,3,3,2,2,442,89
82296,6,74,699,910,442,89
82297,4,28,33,123,442,89
82298,22,145,699,910,442,89
82299,22,145,699,910,442,89
82300,22,145,699,910,442,89
82301,2,2,47,302,442,89
82302,10,25,45,95,442,89
82303,1,1,699,910,442,89
82304,22,145,699,910,442,89
82305,5,39,62,910,442,89
82306,22,145,699,910,442,89
82307,11,27,100,82,442,89
82308,2,2,9,32,442,89
82309,1,29,484,910,442,89
82310,22,145,699,910,442,89
82311,22,145,699,910,442,89
82312,22,145,699,910,442,89
82313,22,145,699,910,442,89
82314,4,28,76,910,442,89
82315,22,145,699,910,442,89
82316,22,145,699,910,442,89
82317,22,145,699,910,442,89
82318,1,1,699,910,442,89
82319,9,31,89,70,442,89
82320,22,145,699,910,442,89
82321,22,145,699,910,442,89
82322,4,14,13,109,40,89
82323,3,16,16,910,442,89
82324,5,59,107,910,442,89
82325,8,11,135,135,442,89
82326,22,145,699,910,442,89
82327,22,145,699,910,442,89
82328,22,145,699,910,442,89
82329,6,21,699,910,442,89
82330,22,145,699,910,442,89
82331,22,145,699,910,442,89
82332,22,145,699,910,442,89
82333,3,3,2,2,442,89
82334,22,145,699,910,442,89
82335,8,24,23,910,442,89
82336,8,11,10,910,442,89
82337,4,5,401,910,442,89
82338,1,1,699,910,442,89
82339,22,145,699,910,442,89
82340,22,145,699,910,442,89
82341,6,74,699,910,442,89
82342,12,30,37,65,73,29
82343,22,145,699,910,442,89
82344,1,9,65,148,442,89
82345,3,16,16,910,442,89
82346,22,145,699,910,442,89
82347,22,145,699,910,442,89
82348,9,31,199,264,442,89
82349,1,9,66,910,442,89
82350,1,9,53,129,442,89
82351,8,37,699,910,442,89
82352,22,145,699,910,442,89
82353,11,66,669,844,442,89
82354,1,9,14,910,442,89
82355,22,145,699,910,442,89
82356,4,14,13,11,442,89
82357,20,93,223,243,442,89
82358,22,145,699,910,442,89
82359,6,21,699,910,442,89
82360,22,145,699,910,442,89
82361,4,38,144,237,369,89
82362,22,145,699,910,442,89
82363,4,14,13,109,40,89
82364,22,145,699,910,442,89
82365,22,145,699,910,442,89
82366,5,39,51,910,442,89
82367,22,145,699,910,442,89
82368,8,24,23,910,442,89
82369,1,1,699,910,442,89
82370,22,145,699,910,442,89
82371,22,145,699,910,442,89
82372,22,145,699,910,442,89
82373,3,3,2,2,442,89
82374,22,145,699,910,442,89
82375,1,9,53,275,442,89
82376,22,145,699,910,442,89
82377,12,30,145,910,442,89
82378,22,145,699,910,442,89
82379,22,145,699,910,442,89
82380,22,145,699,910,442,89
82381,22,145,699,910,442,89
82382,22,145,699,910,442,89
82383,1,9,8,910,442,89
82384,3,3,2,2,442,89
82385,22,145,699,910,442,89
82386,1,1,699,910,442,89
82387,15,46,368,910,442,89
82388,22,145,699,910,442,89
82389,17,55,218,280,155,89
82390,22,145,699,910,442,89
82391,4,26,376,395,195,89
82392,1,9,66,910,442,89
82393,22,145,699,910,442,89
82394,4,42,63,73,442,89
82395,22,145,699,910,442,89
82396,8,24,46,910,442,89
82397,22,145,699,910,442,89
82398,1,9,188,339,442,89
82399,22,145,699,910,442,89
82400,22,145,699,910,442,89
82401,22,145,699,910,442,89
82402,22,145,699,910,442,89
82403,1,9,14,910,442,89
82404,9,31,84,486,442,89
82405,4,5,72,58,442,89
82406,3,16,297,273,442,89
82407,22,145,699,910,442,89
82408,22,145,699,910,442,89
82409,3,12,105,108,442,89
82410,22,145,699,910,442,89
82411,2,2,47,27,442,89
82412,22,145,699,910,442,89
82413,22,145,699,910,442,89
82414,22,145,699,910,442,89
82415,22,145,699,910,442,89
82416,3,3,2,2,442,89
82417,17,55,218,188,442,89
82418,22,145,699,910,442,89
82419,22,145,699,910,442,89
82420,3,8,57,910,442,89
82421,6,74,699,910,442,89
82422,4,14,13,11,442,89
82423,22,145,699,910,442,89
82424,8,15,15,910,442,89
82425,22,145,699,910,442,89
82426,8,11,10,910,442,89
82427,1,1,699,910,442,89
82428,22,145,699,910,442,89
82429,22,145,699,910,442,89
82430,10,25,45,51,12,1
82431,1,1,699,910,442,89
82432,1,9,14,910,442,89
82433,22,145,699,910,442,89
82434,3,49,98,910,442,89
82435,22,145,699,910,442,89
82436,22,145,699,910,442,89
82437,5,6,5,910,442,89
82438,4,14,13,11,442,89
82439,1,1,699,910,442,89
82440,1,1,699,910,442,89
82441,12,30,300,278,398,89
82442,22,145,699,910,442,89
82443,22,145,699,910,442,89
82444,22,145,699,910,442,89
82445,22,145,699,910,442,89
82446,3,3,2,2,442,89
82447,1,9,53,38,442,89
82448,8,57,101,910,442,89
82449,22,145,699,910,442,89
82450,22,145,699,910,442,89
82451,8,50,230,910,442,89
82452,3,3,2,2,442,89
82453,22,145,699,910,442,89
82454,5,6,103,910,442,89
82455,22,145,699,910,442,89
82456,22,145,699,910,442,89
82457,22,145,699,910,442,89
82458,10,25,45,51,12,1
82459,11,87,201,910,442,89
82460,22,145,699,910,442,89
82461,5,39,51,910,442,89
82462,1,9,55,37,442,89
82463,22,145,699,910,442,89
82464,1,1,699,910,442,89
82465,1,23,40,910,442,89
82466,4,42,63,73,442,89
82467,22,145,699,910,442,89
82468,3,3,2,2,442,89
82469,4,5,26,48,442,89
82470,5,40,209,910,442,89
82471,1,1,699,910,442,89
82472,22,145,699,910,442,89
82473,22,145,699,910,442,89
82474,3,8,77,910,442,89
82475,15,46,214,185,442,89
82476,10,25,45,51,12,1
82477,9,31,54,50,442,89
82478,4,5,26,48,442,89
82479,22,145,699,910,442,89
82480,22,145,699,910,442,89
82481,22,145,699,910,442,89
82482,1,1,699,910,442,89
82483,22,145,699,910,442,89
82484,22,145,699,910,442,89
82485,10,25,24,53,13,89
82486,22,145,699,910,442,89
82487,3,8,7,910,442,89
82488,22,145,699,910,442,89
82489,4,5,26,14,442,89
82490,1,9,8,910,442,89
82491,15,46,392,418,442,89
82492,22,145,699,910,442,89
82493,9,31,89,70,442,89
82494,22,145,699,910,442,89
82495,4,14,158,164,59,89
82496,6,21,699,910,442,89
82497,22,145,699,910,442,89
82498,1,9,14,910,442,89
82499,22,145,699,910,442,89
82500,5,39,51,910,442,89
82501,22,145,699,910,442,89
82502,12,30,37,65,68,89
82503,22,145,699,910,442,89
82504,4,38,58,878,442,89
82505,11,89,250,502,226,89
82506,5,39,62,910,442,89
82507,5,39,51,910,442,89
82508,22,145,699,910,442,89
82509,22,145,699,910,442,89
82510,22,145,699,910,442,89
82511,22,145,699,910,442,89
82512,4,5,457,506,442,89
82513,1,9,66,910,442,89
82514,8,11,102,910,442,89
82515,22,145,699,910,442,89
82516,22,145,699,910,442,89
82517,22,145,699,910,442,89
82518,22,145,699,910,442,89
82519,4,14,13,83,442,89
82520,12,30,291,381,244,89
82521,22,145,699,910,442,89
82522,4,14,335,340,442,89
82523,3,18,18,26,442,89
82524,22,145,699,910,442,89
82525,22,145,699,910,442,89
82526,22,145,699,910,442,89
82527,22,145,699,910,442,89
82528,1,1,699,910,442,89
82529,22,145,699,910,442,89
82530,22,145,699,910,442,89
82531,22,145,699,910,442,89
82532,5,6,5,910,442,89
82533,1,1,699,910,442,89
82534,8,34,106,910,442,89
82535,22,145,699,910,442,89
82536,22,145,699,910,442,89
82537,22,145,699,910,442,89
82538,22,145,699,910,442,89
82539,22,145,699,910,442,89
82540,5,22,151,910,442,89
82541,3,3,2,2,442,89
82542,22,145,699,910,442,89
82543,1,9,55,37,442,89
82544,4,5,341,910,442,89
82545,1,1,699,910,442,89
82546,22,145,699,910,442,89
82547,4,42,174,140,442,89
82548,3,3,2,2,442,89
82549,4,38,311,288,123,89
82550,22,145,699,910,442,89
82551,22,145,699,910,442,89
82552,9,31,54,42,442,89
82553,3,3,2,5,39,89
82554,22,145,699,910,442,89
82555,22,145,699,910,442,89
82556,22,145,699,910,442,89
82557,22,145,699,910,442,89
82558,9,13,94,910,442,89
82559,1,17,140,910,442,89
82560,2,2,9,32,442,89
82561,8,36,44,910,442,89
82562,9,31,80,180,442,89
82563,4,42,63,73,442,89
82564,3,8,57,910,442,89
82565,4,4,3,910,442,89
82566,4,28,76,910,442,89
82567,4,26,376,860,442,89
82568,22,145,699,910,442,89
82569,4,14,13,25,442,89
82570,22,145,699,910,442,89
82571,1,1,699,910,442,89
82572,4,28,33,18,442,89
82573,22,145,699,910,442,89
82574,3,16,16,910,442,89
82575,12,30,513,772,411,89
82576,8,24,23,910,442,89
82577,1,1,699,910,442,89
82578,8,24,46,910,442,89
82579,22,145,699,910,442,89
82580,4,14,38,223,442,89
82581,9,13,234,910,442,89
82582,2,20,19,137,442,89
82583,8,36,379,397,442,89
82584,22,145,699,910,442,89
82585,1,1,699,910,442,89
82586,22,145,699,910,442,89
82587,10,25,45,51,12,1
82588,5,39,62,910,442,89
82589,22,145,699,910,442,89
82590,22,145,699,910,442,89
82591,3,12,67,54,62,89
82592,1,9,49,31,442,89
82593,22,145,699,910,442,89
82594,22,145,699,910,442,89
82595,5,39,62,910,442,89
82596,6,74,699,910,442,89
82597,3,16,16,910,442,89
82598,22,145,699,910,442,89
82599,22,145,699,910,442,89
82600,22,145,699,910,442,89
82601,22,145,699,910,442,89
82602,8,11,135,116,442,89
82603,1,9,8,910,442,89
82604,22,145,699,910,442,89
82605,3,60,240,452,442,89
82606,3,3,2,2,442,89
82607,22,145,699,910,442,89
82608,22,145,699,910,442,89
82609,22,145,699,910,442,89
82610,1,9,49,31,442,89
82611,1,29,34,910,442,89
82612,5,59,107,910,442,89
82613,10,25,45,43,442,89
82614,22,145,699,910,442,89
82615,22,145,699,910,442,89
82616,1,23,22,910,442,89
82617,22,145,699,910,442,89
82618,22,145,699,910,442,89
82619,22,145,699,910,442,89
82620,10,25,45,254,442,89
82621,17,55,218,280,155,89
82622,6,96,699,910,442,89
82623,1,1,699,910,442,89
82624,1,1,699,910,442,89
82625,8,11,43,910,442,89
82626,22,145,699,910,442,89
82627,22,145,699,910,442,89
82628,8,24,46,910,442,89
82629,13,35,243,216,442,89
82630,4,14,13,11,442,89
82631,22,145,699,910,442,89
82632,8,24,23,910,442,89
82633,1,29,585,910,442,89
82634,2,20,19,879,442,89
82635,3,3,2,5,1,89
82636,5,73,149,910,442,89
82637,3,16,16,910,442,89
82638,22,145,699,910,442,89
82639,22,145,699,910,442,89
82640,1,9,73,910,442,89
82641,11,27,100,82,442,89
82642,1,9,14,910,442,89
82643,22,145,699,910,442,89
82644,6,21,699,910,442,89
82645,1,1,699,910,442,89
82646,22,145,699,910,442,89
82647,22,145,699,910,442,89
82648,22,145,699,910,442,89
82649,1,9,30,910,442,89
82650,3,3,2,5,1,89
82651,8,24,46,910,442,89
82652,5,45,68,910,442,89
82653,3,3,2,5,31,89
82654,22,145,699,910,442,89
82655,22,145,699,910,442,89
82656,22,145,699,910,442,89
82657,3,3,2,2,442,89
82658,22,145,699,910,442,89
82659,22,145,699,910,442,89
82660,12,30,291,270,426,85
82661,22,145,699,910,442,89
82662,8,34,284,910,442,89
82663,22,145,699,910,442,89
82664,4,14,158,164,120,89
82665,13,61,109,910,442,89
82666,6,74,699,910,442,89
82667,22,145,699,910,442,89
82668,22,145,699,910,442,89
82669,22,145,699,910,442,89
82670,22,145,699,910,442,89
82671,1,1,699,910,442,89
82672,4,14,13,268,442,89
82673,22,145,699,910,442,89
82674,3,18,18,336,442,89
82675,4,14,13,25,442,89
82676,9,31,84,226,442,89
82677,1,9,53,35,442,89
82678,22,145,699,910,442,89
82679,1,9,8,910,442,89
82680,4,14,38,186,129,89
82681,1,9,49,31,442,89
82682,5,59,107,910,442,89
82683,1,23,22,910,442,89
82684,22,145,699,910,442,89
82685,5,6,103,910,442,89
82686,22,145,699,910,442,89
82687,8,63,123,910,442,89
82688,22,145,699,910,442,89
82689,3,3,2,2,442,89
82690,22,145,699,910,442,89
82691,22,145,699,910,442,89
82692,1,9,49,31,442,89
82693,3,8,77,910,442,89
82694,22,145,699,910,442,89
82695,1,1,699,910,442,89
82696,22,145,699,910,442,89
82697,4,5,26,14,442,89
82698,3,8,7,910,442,89
82699,1,9,53,38,442,89
82700,22,145,699,910,442,89
82701,22,145,699,910,442,89
82702,22,145,699,910,442,89
82703,8,15,117,910,442,89
82704,2,20,232,203,442,89
82705,8,50,88,910,442,89
82706,2,20,426,910,442,89
82707,3,8,77,910,442,89
82708,1,9,8,910,442,89
82709,22,145,699,910,442,89
82710,4,5,26,535,442,89
82711,9,31,89,70,442,89
82712,22,145,699,910,442,89
82713,22,145,699,910,442,89
82714,1,1,699,910,442,89
82715,4,48,186,910,442,89
82716,22,145,699,910,442,89
82717,22,145,699,910,442,89
82718,22,145,699,910,442,89
82719,8,63,113,910,442,89
82720,22,145,699,910,442,89
82721,1,9,8,910,442,89
82722,14,82,178,147,54,24
82723,22,145,699,910,442,89
82724,12,30,303,466,442,89
82725,22,145,699,910,442,89
82726,1,9,55,37,442,89
82727,22,145,699,910,442,89
82728,1,9,66,910,442,89
82729,22,145,699,910,442,89
82730,22,145,699,910,442,89
82731,6,19,699,910,442,89
82732,9,31,54,36,442,89
82733,1,9,8,910,442,89
82734,8,34,41,23,442,89
82735,22,145,699,910,442,89
82736,22,145,699,910,442,89
82737,12,30,145,910,442,89
82738,3,3,2,5,1,89
82739,4,75,260,910,442,89
82740,8,11,43,910,442,89
82741,11,27,31,286,442,89
82742,22,145,699,910,442,89
82743,1,1,699,910,442,89
82744,1,9,49,31,442,89
82745,22,145,699,910,442,89
82746,22,145,699,910,442,89
82747,3,16,32,910,442,89
82748,22,145,699,910,442,89
82749,22,145,699,910,442,89
82750,4,42,63,139,442,89
82751,8,63,123,910,442,89
82752,10,25,24,53,13,89
82753,3,49,127,106,38,89
82754,1,9,66,910,442,89
82755,1,1,699,910,442,89
82756,22,145,699,910,442,89
82757,3,3,2,2,442,89
82758,1,17,169,910,442,89
82759,5,40,316,910,442,89
82760,12,111,478,536,442,89
82761,4,5,125,910,442,89
82762,9,31,84,66,442,89
82763,22,145,699,910,442,89
82764,22,145,699,910,442,89
82765,22,145,699,910,442,89
82766,4,28,76,910,442,89
82767,22,145,699,910,442,89
82768,22,145,699,910,442,89
82769,1,9,49,31,442,89
82770,22,145,699,910,442,89
82771,22,145,699,910,442,89
82772,1,9,49,31,442,89
82773,22,145,699,910,442,89
82774,5,39,51,910,442,89
82775,22,145,699,910,442,89
82776,1,1,699,910,442,89
82777,22,145,699,910,442,89
82778,1,1,699,910,442,89
82779,1,9,14,910,442,89
82780,8,24,23,910,442,89
82781,15,46,392,418,442,89
82782,12,30,37,65,33,19
82783,22,145,699,910,442,89
82784,22,145,699,910,442,89
82785,22,145,699,910,442,89
82786,22,145,699,910,442,89
82787,3,12,105,108,442,89
82788,22,145,699,910,442,89
82789,6,74,699,910,442,89
82790,22,145,699,910,442,89
82791,22,145,699,910,442,89
82792,3,3,2,2,442,89
82793,1,23,22,910,442,89
82794,17,65,340,431,442,89
82795,22,145,699,910,442,89
82796,4,42,203,172,442,89
82797,22,145,699,910,442,89
82798,8,11,102,910,442,89
82799,22,145,699,910,442,89
82800,8,15,122,910,442,89
82801,22,145,699,910,442,89
82802,4,14,13,25,442,89
82803,22,145,699,910,442,89
82804,22,145,699,910,442,89
82805,3,3,2,2,442,89
82806,22,145,699,910,442,89
82807,22,145,699,910,442,89
82808,22,145,699,910,442,89
82809,22,145,699,910,442,89
82810,22,145,699,910,442,89
82811,3,3,2,2,442,89
82812,22,145,699,910,442,89
82813,22,145,699,910,442,89
82814,4,42,63,197,442,89
82815,22,145,699,910,442,89
82816,22,145,699,910,442,89
82817,4,38,144,733,345,89
82818,3,3,2,2,442,89
82819,22,145,699,910,442,89
82820,22,145,699,910,442,89
82821,17,55,218,188,442,89
82822,1,9,14,910,442,89
82823,22,145,699,910,442,89
82824,22,145,699,910,442,89
82825,1,29,531,626,442,89
82826,3,3,2,2,442,89
82827,4,4,217,910,442,89
82828,22,145,699,910,442,89
82829,22,145,699,910,442,89
82830,3,12,120,100,442,89
82831,6,96,699,910,442,89
82832,22,145,699,910,442,89
82833,22,145,699,910,442,89
82834,10,25,45,95,442,89
82835,22,145,699,910,442,89
82836,1,9,14,910,442,89
82837,22,145,699,910,442,89
82838,13,61,109,910,442,89
82839,4,38,398,420,442,89
82840,11,27,31,17,442,89
82841,5,59,107,910,442,89
82842,22,145,699,910,442,89
82843,22,145,699,910,442,89
82844,14,82,358,370,442,89
82845,22,145,699,910,442,89
82846,1,9,49,31,442,89
82847,5,59,107,910,442,89
82848,10,25,45,94,442,89
82849,4,38,48,92,442,89
82850,5,40,210,910,442,89
82851,1,1,699,910,442,89
82852,4,4,3,910,442,89
82853,12,30,145,910,442,89
82854,22,145,699,910,442,89
82855,22,145,699,910,442,89
82856,4,14,13,11,442,89
82857,4,28,76,910,442,89
82858,1,1,699,910,442,89
82859,5,45,245,910,442,89
82860,22,145,699,910,442,89
82861,22,145,699,910,442,89
82862,3,3,2,2,442,89
82863,14,82,178,147,111,17
82864,6,76,699,910,442,89
82865,22,145,699,910,442,89
82866,22,145,699,910,442,89
82867,3,3,2,5,1,89
82868,1,1,699,910,442,89
82869,22,145,699,910,442,89
82870,4,42,174,140,442,89
82871,22,145,699,910,442,89
82872,22,145,699,910,442,89
82873,11,64,180,617,442,89
82874,22,145,699,910,442,89
82875,22,145,699,910,442,89
82876,10,25,45,43,442,89
82877,6,74,699,910,442,89
82878,17,55,218,188,442,89
82879,22,145,699,910,442,89
82880,22,145,699,910,442,89
82881,22,145,699,910,442,89
82882,22,145,699,910,442,89
82883,22,145,699,910,442,89
82884,22,145,699,910,442,89
82885,1,9,66,910,442,89
82886,22,145,699,910,442,89
82887,14,82,358,370,442,89
82888,22,145,699,910,442,89
82889,22,145,699,910,442,89
82890,22,145,699,910,442,89
82891,22,145,699,910,442,89
82892,1,9,49,31,442,89
82893,3,49,98,910,442,89
82894,3,8,7,910,442,89
82895,3,12,67,84,71,89
82896,1,9,185,493,246,89
82897,6,21,699,910,442,89
82898,10,25,45,181,442,89
82899,22,145,699,910,442,89
82900,22,145,699,910,442,89
82901,4,26,376,395,195,89
82902,9,31,54,42,442,89
82903,22,145,699,910,442,89
82904,2,2,1,98,442,89
82905,4,28,33,18,442,89
82906,8,34,41,367,442,89
82907,22,145,699,910,442,89
82908,22,145,699,910,442,89
82909,22,145,699,910,442,89
82910,22,145,699,910,442,89
82911,22,145,699,910,442,89
82912,22,145,699,910,442,89
82913,9,31,237,910,442,89
82914,22,145,699,910,442,89
82915,22,145,699,910,442,89
82916,22,145,699,910,442,89
82917,1,9,14,910,442,89
82918,3,3,2,2,442,89
82919,1,9,14,910,442,89
82920,6,21,699,910,442,89
82921,3,16,16,910,442,89
82922,9,13,234,910,442,89
82923,1,1,699,910,442,89
82924,12,111,359,375,442,89
82925,22,145,699,910,442,89
82926,22,145,699,910,442,89
82927,4,4,3,910,442,89
82928,10,25,45,51,12,1
82929,2,2,1,75,46,56
82930,22,145,699,910,442,89
82931,22,145,699,910,442,89
82932,22,145,699,910,442,89
82933,4,28,353,910,442,89
82934,9,31,89,70,442,89
82935,22,145,699,910,442,89
82936,22,145,699,910,442,89
82937,22,145,699,910,442,89
82938,22,145,699,910,442,89
82939,4,14,13,25,442,89
82940,5,6,261,910,442,89
82941,22,145,699,910,442,89
82942,22,145,699,910,442,89
82943,2,20,389,910,442,89
